,final_train_scores,final_train_scores_std,final_val_scores,final_fit_times,final_fit_times_std,final_score_times,final_score_times_std
0,0.9890625,0.00625,0.5398037963661693,0.0024979114532470703,2.7677922380542536e-05,0.0009030342102050781,7.522247860234514e-06
1,0.8653696498054476,0.012451361867704281,0.5466283547144986,0.0031232357025146483,4.136611130176668e-05,0.0009189128875732421,7.6120895587186346e-06
2,0.6696103896103895,0.009057452350214391,0.608852382887328,0.0037580013275146486,0.00011257835483011557,0.0009223461151123047,1.1937701823248901e-05
3,0.6618677042801556,0.03049948317862325,0.611332985042859,0.0045433521270751955,0.0001109075873258567,0.0009185791015625,5.344831950836965e-06
4,0.6258164852255054,0.034546670922338575,0.600735279890095,0.0053994178771972655,0.0001901917712693647,0.0009191989898681641,8.028159318370467e-06
5,0.6277561608300908,0.017574458818110858,0.6020162148565237,0.006389522552490234,0.0002206258389416159,0.0009335041046142578,1.4851468196796629e-05
6,0.6262222222222223,0.03779476742148895,0.6038447398463653,0.007684230804443359,0.00036934000700479633,0.0009333133697509765,2.0634215509390674e-05
7,0.627431906614786,0.02791676265847924,0.5994969137594086,0.008685064315795899,0.0004958074352262804,0.0009205818176269531,6.9024546324025085e-06
8,0.6171132238547969,0.021700749976110913,0.5932857336351851,0.00917205810546875,0.00038725221213863856,0.0009359359741210937,1.4993173712183349e-05
9,0.6236391912908242,0.018421197660760235,0.6001238366130686,0.010212182998657227,0.0004921566108896884,0.0009170055389404296,8.397480080474378e-06
