,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_test_error,std_test_error,delta
0,0.13185229301452636,0.029619149256753068,0.0009935379028320312,0.00010458261885402191,0.0,10,"{'alpha': 0.0, 'hidden_layer_sizes': 10}",0.40372670807453415,0.5807453416149069,0.5745341614906833,0.5950155763239875,0.5856697819314641,0.5479383138871152,0.0724162409248912,2,-0.5479383138871152,0.0724162409248912,0.0724162409248912
1,0.0841261863708496,0.01959401349541338,0.001061248779296875,0.000140701984636113,0.0,25,"{'alpha': 0.0, 'hidden_layer_sizes': 25}",0.40372670807453415,0.4937888198757764,0.5993788819875776,0.4174454828660436,0.5233644859813084,0.487540875757048,0.07178897728995348,14,-0.487540875757048,0.07178897728995348,0.07178897728995348
2,0.09372334480285645,0.024678015306000545,0.002005863189697266,0.0008319050403685804,0.0,50,"{'alpha': 0.0, 'hidden_layer_sizes': 50}",0.40062111801242234,0.4161490683229814,0.40683229813664595,0.5887850467289719,0.4672897196261682,0.4559354501654379,0.07047224390196634,16,-0.4559354501654379,0.07047224390196634,0.07047224390196634
3,0.07029843330383301,0.01953205488535324,0.0015441417694091798,8.729045669297906e-05,0.0,100,"{'alpha': 0.0, 'hidden_layer_sizes': 100}",0.40993788819875776,0.4472049689440994,0.5869565217391305,0.5887850467289719,0.5887850467289719,0.5243338944679863,0.07907567629138157,7,-0.5243338944679863,0.07907567629138157,0.07907567629138157
4,0.13308444023132324,0.025334038660441878,0.0012254714965820312,3.4399430505594315e-05,0.0001,10,"{'alpha': 0.0001, 'hidden_layer_sizes': 10}",0.41304347826086957,0.5838509316770186,0.4906832298136646,0.5950155763239875,0.411214953271028,0.49876163386931366,0.07947615256950222,11,-0.49876163386931366,0.07947615256950222,0.07947615256950222
5,0.08956241607666016,0.012734543445371643,0.0009614467620849609,5.792297804117314e-05,0.0001,25,"{'alpha': 0.0001, 'hidden_layer_sizes': 25}",0.4720496894409938,0.453416149068323,0.4440993788819876,0.4984423676012461,0.573208722741433,0.4882432615467967,0.04636160756096725,13,-0.4882432615467967,0.04636160756096725,0.04636160756096725
6,0.09113869667053223,0.023951641655127826,0.001557636260986328,0.00012691774987283079,0.0001,50,"{'alpha': 0.0001, 'hidden_layer_sizes': 50}",0.5093167701863354,0.5838509316770186,0.5869565217391305,0.4205607476635514,0.43613707165109034,0.5073644085834252,0.07042316874854566,10,-0.5073644085834252,0.07042316874854566,0.07042316874854566
7,0.06738061904907226,0.021260343591347507,0.001703786849975586,7.176334279422284e-05,0.0001,100,"{'alpha': 0.0001, 'hidden_layer_sizes': 100}",0.40993788819875776,0.41304347826086957,0.5900621118012422,0.5887850467289719,0.411214953271028,0.4826086956521739,0.0872205094549495,15,-0.4826086956521739,0.0872205094549495,0.0872205094549495
8,0.12498135566711426,0.024348062468838444,0.0010320663452148438,0.00012695384354915294,0.0003,10,"{'alpha': 0.0003, 'hidden_layer_sizes': 10}",0.5838509316770186,0.5807453416149069,0.4906832298136646,0.5950155763239875,0.5607476635514018,0.5622085485961958,0.037433439385727116,1,-0.5622085485961958,0.037433439385727116,0.037433439385727116
9,0.08867406845092773,0.012012031419880697,0.0009708881378173828,9.369448539144244e-05,0.0003,25,"{'alpha': 0.0003, 'hidden_layer_sizes': 25}",0.43478260869565216,0.5807453416149069,0.4751552795031056,0.5856697819314641,0.5794392523364486,0.5311584528163154,0.06353902563943993,5,-0.5311584528163154,0.06353902563943993,0.06353902563943993
10,0.0807535171508789,0.027447170773214954,0.0014150142669677734,0.00013148606308655526,0.0003,50,"{'alpha': 0.0003, 'hidden_layer_sizes': 50}",0.5993788819875776,0.5838509316770186,0.5807453416149069,0.4205607476635514,0.40498442367601245,0.5179040653238134,0.08621221247720012,9,-0.5179040653238134,0.08621221247720012,0.08621221247720012
11,0.06842856407165528,0.021122495143358278,0.001444864273071289,0.00011395613989836761,0.0003,100,"{'alpha': 0.0003, 'hidden_layer_sizes': 100}",0.5962732919254659,0.5869565217391305,0.40993788819875776,0.45482866043613707,0.5856697819314641,0.5267332288461911,0.07841887684058937,6,-0.5267332288461911,0.07841887684058937,0.07841887684058937
12,0.12371153831481933,0.024866693332832035,0.0010462284088134765,0.0001273427891194496,0.0005,10,"{'alpha': 0.0005, 'hidden_layer_sizes': 10}",0.40993788819875776,0.5496894409937888,0.5372670807453416,0.5950155763239875,0.5825545171339563,0.5348929006791664,0.06591615172326706,3,-0.5348929006791664,0.06591615172326706,0.06591615172326706
13,0.08271093368530273,0.00498717374928358,0.0011832237243652344,9.657540602827288e-05,0.0005,25,"{'alpha': 0.0005, 'hidden_layer_sizes': 25}",0.5807453416149069,0.546583850931677,0.4751552795031056,0.4423676012461059,0.573208722741433,0.5236121592074456,0.05513703955794611,8,-0.5236121592074456,0.05513703955794611,0.05513703955794611
14,0.07064728736877442,0.019579325422943293,0.001390361785888672,7.20277640567077e-05,0.0005,50,"{'alpha': 0.0005, 'hidden_layer_sizes': 50}",0.40993788819875776,0.5807453416149069,0.468944099378882,0.4205607476635514,0.5919003115264797,0.4944176776765155,0.07771217870555147,12,-0.4944176776765155,0.07771217870555147,0.07771217870555147
15,0.10182547569274902,0.0764174327506729,0.0046478271484375,0.006485084495417675,0.0005,100,"{'alpha': 0.0005, 'hidden_layer_sizes': 100}",0.5993788819875776,0.5807453416149069,0.5869565217391305,0.4797507788161994,0.4236760124610592,0.5341015073237747,0.06982582197755259,4,-0.5341015073237747,0.06982582197755259,0.06982582197755259
